Participant,Time,Polar_HR,HRMDUAL_HR,Vivo_HR,Polar_RR,HRMDUAL_RR,Vivo_RR
P4,19:06:09,102,102,89,544,2140,677
P4,19:06:10,107,105,89,534,518,675
P4,19:06:11,109,107,89,530,529,671
P4,19:06:12,111,109,94,527,521,637
P4,19:06:13,112,109,92,522,517,655
P4,19:06:14,113,109,91,522,1529,660
P4,19:06:15,114,109,90,506,2541,664
P4,19:06:16,115,110,93,505,529,645
P4,19:06:17,116,109,93,508,1089,644
P4,19:06:18,116,109,89,528,564,677
P4,19:06:19,115,109,91,552,560,660
P4,19:06:20,112,109,97,565,528,617
P4,19:06:21,110,109,96,543,544,622
P4,19:06:22,111,110,93,544,522,641
P4,19:06:23,111,111,92,541,524,650
P4,19:06:24,112,112,91,522,515,662
P4,19:06:25,112,112,95,522,1056,633
P4,19:06:26,113,112,91,520,789,661
P4,19:06:27,114,112,91,528,522,658
P4,19:06:28,114,115,91,519,499,662
P4,19:06:29,115,116,94,501,492,641
P4,19:06:30,116,117,91,500,217,656
P4,19:06:31,118,117,85,490,783,705
P4,19:06:32,120,117,89,498,472,671
P4,19:06:33,120,117,91,497,161,659
P4,19:06:34,120,117,91,496,561,658
P4,19:06:35,120,117,94,498,1680,640
P4,19:06:36,119,117,92,510,2798,651
P4,19:06:37,119,117,91,510,5079,660
P4,19:06:38,119,117,90,510,6219,664
P4,19:06:39,118,117,82,512,6789,729
P4,19:06:40,117,117,91,511,7074,662
P4,19:06:41,117,117,89,520,7216,677
P4,19:06:42,116,117,88,523,7288,680
P4,19:06:43,117,117,90,500,7359,663
P4,19:06:44,118,117,91,502,511,659
P4,19:06:45,119,117,93,500,1093,647
P4,19:06:46,119,117,95,506,1674,631
P4,19:06:47,119,117,95,526,6771,634
P4,19:06:48,117,117,94,522,9320,639
P4,19:06:49,116,117,86,460,10594,699
P4,19:06:50,115,117,81,542,11231,739
P4,19:06:51,113,117,104,544,11550,577
P4,19:06:52,113,117,105,524,11709,571
P4,19:06:53,114,117,106,508,11789,566
P4,19:06:54,117,117,84,492,11829,718
P4,19:06:55,118,117,99,501,11849,604
P4,19:06:56,118,117,99,516,11859,604
P4,19:06:57,116,117,97,538,11864,620
P4,19:06:58,115,117,95,538,11869,634
P4,19:06:59,114,117,99,542,1016,607
P4,19:07:00,113,118,94,520,506,638
P4,19:07:01,114,118,94,508,3555,636
P4,19:07:02,116,118,105,506,5079,572
P4,19:07:03,116,118,103,529,5841,585
P4,19:07:04,115,118,100,513,6222,600
P4,19:07:05,116,118,105,520,6412,572
P4,19:07:06,116,118,105,515,6603,570
P4,19:07:07,117,118,107,491,497,563
P4,19:07:08,119,118,112,482,1090,537
P4,19:07:09,121,118,113,497,566,533
P4,19:07:10,120,118,114,557,1206,525
P4,19:07:11,116,118,113,566,1169,531
P4,19:07:12,111,118,116,632,1133,518
P4,19:07:13,108,118,119,578,3143,506
P4,19:07:14,108,118,117,526,4148,512
P4,19:07:15,109,118,119,533,4650,501
P4,19:07:16,111,118,120,507,4902,498
P4,19:07:17,114,118,120,499,5153,500
P4,19:07:18,116,117,119,500,527,506
P4,19:07:19,117,117,119,527,3768,506
P4,19:07:20,116,117,117,529,5389,510
P4,19:07:21,115,117,118,542,6199,509
P4,19:07:22,113,117,114,547,6604,528
P4,19:07:23,112,117,112,549,6807,535
P4,19:07:24,112,117,105,532,6908,572
P4,19:07:25,112,117,114,535,7009,526
P4,19:07:26,112,116,112,532,1064,534
P4,19:07:27,112,115,107,532,536,560
P4,19:07:28,112,113,120,532,563,500
P4,19:07:29,112,113,122,539,1147,490
P4,19:07:30,111,113,120,564,1086,502
P4,19:07:31,109,113,117,570,1383,511
P4,19:07:32,109,113,120,539,1679,498
P4,19:07:33,110,113,118,538,1481,507
P4,19:07:34,110,113,117,541,1575,511
P4,19:07:35,111,113,121,530,1668,496
P4,19:07:36,111,112,124,541,544,484
P4,19:07:37,110,112,119,565,1833,503
P4,19:07:38,110,112,117,540,2477,512
P4,19:07:39,110,112,117,529,3122,514
P4,19:07:40,111,113,120,518,513,502
P4,19:07:41,113,113,121,513,3992,497
P4,19:07:42,115,113,121,512,5732,497
P4,19:07:43,115,113,125,534,6601,480
P4,19:07:44,113,113,126,550,7036,478
P4,19:07:45,112,113,121,548,7254,496
P4,19:07:46,111,113,120,535,7362,499
P4,19:07:47,112,113,118,526,7471,507
P4,19:07:48,112,112,116,519,531,516
P4,19:07:49,113,112,118,519,2075,508
P4,19:07:50,114,112,120,532,2847,500
P4,19:07:51,113,112,121,609,3620,497
P4,19:07:52,108,112,121,626,2982,496
P4,19:07:53,104,112,124,616,2664,481
P4,19:07:54,103,112,125,586,2345,479
P4,19:07:55,103,112,116,595,1122,517
P4,19:07:56,102,112,159,555,2464,378
P4,19:07:57,104,112,128,564,3135,467
P4,19:07:58,106,112,120,541,3471,502
P4,19:07:59,108,112,126,546,3638,478
P4,19:08:00,108,112,125,537,3806,480
P4,19:08:01,109,112,125,553,3823,480
P4,19:08:02,110,112,124,532,3832,485
P4,19:08:03,110,112,118,567,3836,509
P4,19:08:04,109,112,117,537,3840,513
P4,19:08:05,110,112,117,555,2988,510
P4,19:08:06,110,112,117,533,2136,511
P4,19:08:07,110,112,121,536,3310,495
P4,19:08:08,110,112,122,533,3896,492
P4,19:08:09,111,112,128,531,4190,468
P4,19:08:10,111,112,126,560,4483,475
P4,19:08:11,110,112,125,611,5941,481
P4,19:08:12,107,112,129,571,6670,465
P4,19:08:13,107,112,157,562,7034,382
P4,19:08:14,107,112,130,560,7217,463
P4,19:08:15,108,112,124,554,7308,482
P4,19:08:16,108,112,128,567,7353,467
P4,19:08:17,108,112,135,568,7376,443
P4,19:08:18,105,112,143,565,7399,420
P4,19:08:19,105,112,132,583,1662,454
P4,19:08:20,105,112,133,546,532,451
P4,19:08:21,106,111,134,562,547,448
P4,19:08:22,107,111,134,530,564,448
P4,19:08:23,109,111,135,547,625,444
P4,19:08:24,109,111,138,610,590,435
P4,19:08:25,105,111,141,628,214,427
P4,19:08:26,102,110,138,590,808,436
P4,19:08:27,102,109,135,582,553,444
P4,19:08:28,103,109,118,542,558,510
P4,19:08:29,104,109,133,554,540,451
P4,19:08:30,105,109,135,555,550,445
P4,19:08:31,106,109,141,539,623,425
P4,19:08:32,107,109,134,551,1205,448
P4,19:08:33,109,108,129,1190,1788,464
P4,19:08:34,109,108,122,419,578,492
P4,19:08:35,110,105,121,744,589,495
P4,19:08:36,110,105,126,606,573,477
P4,19:08:37,107,106,116,591,1137,517
P4,19:08:38,106,106,118,576,558,508
P4,19:08:39,106,106,123,550,561,486
P4,19:08:40,107,106,130,557,1118,463
P4,19:08:41,107,107,130,561,1675,462
P4,19:08:42,107,107,135,563,1679,446
P4,19:08:43,107,106,134,539,1683,448
P4,19:08:44,108,107,144,568,1670,416
P4,19:08:45,107,107,139,546,559,432
P4,19:08:46,108,107,121,562,550,497
P4,19:08:47,108,107,128,558,555,470
P4,19:08:48,108,107,129,559,1086,464
P4,19:08:49,108,109,138,534,1618,435
P4,19:08:50,109,109,135,537,535,445
P4,19:08:51,110,109,138,542,1094,434
P4,19:08:52,111,109,137,536,1618,437
P4,19:08:53,111,110,150,543,2142,398
P4,19:08:54,111,110,149,538,1880,403
P4,19:08:55,111,110,141,538,1618,427
P4,19:08:56,112,110,139,544,532,432
P4,19:08:57,111,110,143,549,550,420
P4,19:08:58,112,110,138,533,1089,434
P4,19:08:59,111,111,134,550,1627,447
P4,19:09:00,111,111,138,549,524,436
P4,19:09:01,111,112,132,511,517,453
P4,19:09:02,113,112,147,518,1338,409
P4,19:09:03,114,112,124,525,2159,482
P4,19:09:04,114,112,125,549,2160,477
P4,19:09:05,112,112,128,541,2161,468
P4,19:09:06,112,112,128,527,2146,467
P4,19:09:07,112,112,136,553,2139,440
P4,19:09:08,112,112,137,531,2131,438
P4,19:09:09,112,111,113,534,1620,531
P4,19:09:10,112,111,147,522,550,407
P4,19:09:11,113,111,143,555,1169,421
P4,19:09:12,111,109,123,550,574,489
P4,19:09:13,109,109,136,609,1179,442
P4,19:09:14,108,108,130,578,578,461
P4,19:09:15,106,108,130,601,1171,462
P4,19:09:16,105,108,124,577,1724,482
P4,19:09:17,104,107,127,587,2276,471
P4,19:09:18,104,107,126,567,552,478
P4,19:09:19,105,107,126,579,1359,478
P4,19:09:20,105,107,127,552,1763,472
P4,19:09:21,107,107,123,540,2166,487
P4,19:09:22,108,107,128,545,2968,468
P4,19:09:23,109,108,126,548,3369,475
P4,19:09:24,110,109,128,533,3770,467
P4,19:09:25,111,109,128,526,3628,467
P4,19:09:26,111,109,129,544,3558,466
P4,19:09:27,111,109,129,542,3522,466
P4,19:09:28,110,108,128,598,3487,469
P4,19:09:29,107,108,130,561,562,461
P4,19:09:30,106,108,129,612,1138,466
P4,19:09:31,105,108,126,562,1713,478
P4,19:09:32,105,107,130,573,1694,463
P4,19:09:33,105,107,128,551,559,468
P4,19:09:34,106,107,129,562,1122,465
P4,19:09:35,106,107,124,558,1685,484
P4,19:09:36,106,108,129,565,1648,464
P4,19:09:37,106,108,126,543,540,477
P4,19:09:38,107,108,132,554,4178,455
P4,19:09:39,108,108,126,541,5998,478
P4,19:09:40,107,108,106,597,6907,568
P4,19:09:41,106,108,129,571,7362,466
P4,19:09:42,107,108,140,551,7589,430
P4,19:09:43,108,108,131,532,7703,457
P4,19:09:44,110,108,136,528,7760,440
P4,19:09:45,110,108,129,546,7817,466
P4,19:09:46,109,108,138,570,6513,435
P4,19:09:47,109,108,144,590,5861,417
P4,19:09:48,107,108,145,566,5535,415
P4,19:09:49,105,108,154,562,5372,390
P4,19:09:50,106,108,163,569,5209,369
P4,19:09:51,105,107,162,566,568,371
P4,19:09:52,105,107,161,600,1220,373
P4,19:09:53,104,107,157,568,592,381
P4,19:09:54,103,107,158,610,1191,379
P4,19:09:55,103,107,159,613,1790,377
P4,19:09:56,101,107,158,602,1794,379
P4,19:09:57,101,106,160,597,571,375
P4,19:09:58,101,106,160,609,1134,376
P4,19:09:59,101,105,159,570,1176,377
P4,19:10:00,102,104,156,562,625,383
P4,19:10:01,104,104,154,561,576,390
P4,19:10:02,102,103,156,624,639,385
P4,19:10:03,102,103,162,578,585,371
P4,19:10:04,101,103,160,642,1201,375
P4,19:10:05,100,102,155,587,1816,388
P4,19:10:06,100,102,155,592,2304,386
P4,19:10:07,100,102,159,598,2548,377
P4,19:10:08,101,102,186,569,2792,323
P4,19:10:09,103,103,163,555,553,369
P4,19:10:10,104,103,160,556,1207,376
P4,19:10:11,106,103,160,552,570,376
P4,19:10:12,105,103,158,617,1194,380
P4,19:10:13,104,102,158,571,573,380
P4,19:10:14,103,103,157,577,570,383
P4,19:10:15,103,103,157,574,1117,381
P4,19:10:16,103,104,157,572,1665,382
P4,19:10:17,104,104,159,561,1063,377
P4,19:10:18,107,105,151,528,549,397
P4,19:10:19,108,105,163,550,575,369
P4,19:10:20,108,105,158,576,557,380
P4,19:10:21,106,106,157,569,1096,383
P4,19:10:22,105,107,158,558,1041,380
P4,19:10:23,106,109,185,548,1011,324
P4,19:10:24,109,109,155,508,1236,387
P4,19:10:25,112,109,168,497,1460,358
P4,19:10:26,116,109,165,486,478,363
P4,19:10:27,119,109,157,474,466,382
P4,19:10:28,122,109,153,466,458,391
P4,19:10:29,125,109,156,456,454,384
P4,19:10:30,128,109,153,458,458,391
P4,19:10:31,130,109,152,458,92,395
P4,19:10:32,130,109,149,467,493,404
P4,19:10:33,128,109,147,489,498,409
P4,19:10:34,125,110,150,498,486,399
P4,19:10:35,124,110,155,487,1101,386
P4,19:10:36,124,110,147,482,969,407
P4,19:10:37,124,110,145,480,488,414
P4,19:10:38,124,111,145,478,495,415
P4,19:10:39,124,112,144,485,492,416
P4,19:10:40,124,112,144,479,484,418
P4,19:10:41,123,113,149,491,481,403
P4,19:10:42,123,114,153,486,469,392
P4,19:10:43,123,115,146,482,464,410
P4,19:10:44,123,115,141,482,915,425
P4,19:10:45,127,115,144,455,443,416
P4,19:10:46,128,116,142,455,447,422
P4,19:10:47,130,118,136,446,434,440
P4,19:10:48,133,119,138,442,436,435
P4,19:10:49,135,120,139,440,434,432
P4,19:10:50,136,120,143,437,1277,421
P4,19:10:51,137,120,141,437,420,425
P4,19:10:52,138,122,143,421,420,421
P4,19:10:53,140,123,144,418,417,417
P4,19:10:54,142,125,144,415,416,417
P4,19:10:55,143,126,143,416,416,421
P4,19:10:56,144,127,144,416,420,416
P4,19:10:57,144,129,144,419,430,418
P4,19:10:58,143,130,132,424,449,456
P4,19:10:59,142,130,135,432,572,444
P4,19:11:00,139,130,142,890,883,422
P4,19:11:01,137,130,150,449,434,400
P4,19:11:02,136,130,149,436,431,403
P4,19:11:03,137,132,147,433,435,408
P4,19:11:04,138,133,145,431,438,414
P4,19:11:05,138,132,145,440,453,413
P4,19:11:06,137,132,135,440,459,445
P4,19:11:07,135,131,136,453,458,442
P4,19:11:08,134,131,141,457,466,426
P4,19:11:09,133,131,139,463,458,433
P4,19:11:10,131,131,146,461,451,411
P4,19:11:11,131,132,146,457,445,410
P4,19:11:12,132,133,145,448,443,415
P4,19:11:13,133,133,146,443,443,411
P4,19:11:14,134,133,146,442,453,410
P4,19:11:15,134,132,130,447,453,463
P4,19:11:16,134,132,130,452,458,461
P4,19:11:17,133,132,142,452,461,424
P4,19:11:18,132,131,146,463,458,411
P4,19:11:19,131,130,144,461,468,416
P4,19:11:20,131,129,150,459,472,399
P4,19:11:21,130,129,151,472,464,397
P4,19:11:22,129,130,158,469,460,380
P4,19:11:23,129,130,165,467,460,364
P4,19:11:24,130,130,149,458,458,403
P4,19:11:25,130,129,150,455,465,399
P4,19:11:26,130,128,152,460,469,396
P4,19:11:27,131,128,152,462,466,394
P4,19:11:28,129,129,153,470,461,391
P4,19:11:29,129,129,157,465,459,383
P4,19:11:30,129,129,156,461,462,383
P4,19:11:31,130,128,156,462,469,384
P4,19:11:32,130,128,150,465,465,399
P4,19:11:33,129,128,154,466,470,390
P4,19:11:34,129,128,156,469,467,385
P4,19:11:35,129,128,157,468,472,383
P4,19:11:36,128,128,160,468,466,376
P4,19:11:37,128,129,178,469,459,338
P4,19:11:38,128,130,169,463,455,354
P4,19:11:39,129,131,164,454,451,366
P4,19:11:40,130,130,166,449,455,362
P4,19:11:41,131,130,166,453,460,362
P4,19:11:42,132,130,169,456,468,354
P4,19:11:43,131,129,161,462,470,373
P4,19:11:44,130,128,175,470,477,343
P4,19:11:45,129,127,166,470,476,361
P4,19:11:46,128,126,164,478,478,365
P4,19:11:47,127,127,164,490,471,366
P4,19:11:48,126,127,172,474,469,348
P4,19:11:49,127,127,166,471,467,361
P4,19:11:50,127,127,158,468,468,379
P4,19:11:51,127,126,156,474,472,384
P4,19:11:52,127,127,160,472,472,376
P4,19:11:53,127,127,161,475,472,373
P4,19:11:54,127,127,162,469,467,371
P4,19:11:55,127,127,163,471,467,367
P4,19:11:56,127,127,160,467,467,375
P4,19:11:57,128,127,160,466,469,375
P4,19:11:58,128,127,157,470,470,381
P4,19:11:59,128,125,156,468,485,385
P4,19:12:00,127,124,147,481,505,408
P4,19:12:01,125,124,158,485,487,380
P4,19:12:02,123,123,156,497,487,384
P4,19:12:03,123,124,158,485,483,379
P4,19:12:04,123,123,160,487,491,374
P4,19:12:05,123,123,176,482,489,340
P4,19:12:06,123,122,157,484,506,381
P4,19:12:07,123,120,155,501,520,388
P4,19:12:08,121,119,153,509,517,391
P4,19:12:09,120,117,152,525,531,396
P4,19:12:10,118,117,151,517,515,397
P4,19:12:11,117,118,149,529,495,402
P4,19:12:12,116,118,151,515,500,397
P4,19:12:13,117,118,143,493,511,420
P4,19:12:14,118,118,141,500,508,426
P4,19:12:15,119,118,145,511,498,413
P4,19:12:16,118,118,150,508,515,401
P4,19:12:17,119,118,150,497,506,400
P4,19:12:18,119,117,133,513,516,451
P4,19:12:19,118,117,146,508,519,410
P4,19:12:20,118,117,150,516,523,399
P4,19:12:21,117,116,150,521,1045,401
P4,19:12:22,116,116,162,524,514,370
P4,19:12:23,116,117,174,518,501,345
P4,19:12:24,116,118,152,511,500,394
P4,19:12:25,117,118,147,495,492,407
P4,19:12:26,118,118,146,504,512,410
P4,19:12:27,119,117,149,511,524,402
P4,19:12:28,118,116,150,502,527,400
P4,19:12:29,118,116,151,529,543,398
P4,19:12:30,117,112,167,529,565,360
P4,19:12:31,115,112,164,546,535,366
P4,19:12:32,112,113,144,565,535,416
P4,19:12:33,111,114,148,537,512,406
P4,19:12:34,112,115,153,519,500,392
P4,19:12:35,114,117,149,492,475,404
P4,19:12:36,116,118,150,490,495,400
P4,19:12:37,119,118,146,490,500,412
P4,19:12:38,120,118,145,499,1010,415
P4,19:12:39,120,118,144,511,501,416
P4,19:12:40,119,118,144,500,509,417
P4,19:12:41,119,117,146,503,516,412
P4,19:12:42,119,116,144,507,561,417
P4,19:12:43,118,114,144,529,554,417
P4,19:12:44,116,114,144,537,556,418
P4,19:12:45,114,114,144,556,533,416
P4,19:12:46,111,115,144,554,504,417
P4,19:12:47,112,115,143,534,507,419
P4,19:12:48,113,115,147,503,522,407
P4,19:12:49,115,114,145,509,542,413
P4,19:12:50,116,114,143,519,606,419
P4,19:12:51,115,114,143,559,600,421
P4,19:12:52,112,112,145,606,623,415
P4,19:12:53,107,110,134,602,575,447
P4,19:12:54,105,109,152,606,565,395
P4,19:12:55,103,110,136,575,535,440
P4,19:12:56,104,111,116,565,518,516
P4,19:12:57,106,111,140,536,525,428
P4,19:12:58,109,111,131,521,533,459
P4,19:12:59,111,111,130,536,525,460
P4,19:13:00,111,110,133,552,551,452
P4,19:13:01,111,110,132,525,539,455
P4,19:13:02,111,109,132,554,562,456
P4,19:13:03,110,108,129,539,560,464
P4,19:13:04,109,108,127,562,567,472
P4,19:13:05,109,106,128,566,616,467
P4,19:13:06,108,104,129,566,592,465
P4,19:13:07,107,103,131,593,614,457
P4,19:13:08,106,104,117,616,563,512
P4,19:13:09,105,103,120,620,590,501
P4,19:13:10,102,103,108,563,573,553
P4,19:13:11,103,104,105,591,563,572
P4,19:13:12,103,103,103,573,589,581
P4,19:13:13,104,104,102,590,556,591
P4,19:13:14,103,104,109,589,577,549
P4,19:13:15,103,104,101,560,565,595
P4,19:13:16,104,104,99,577,571,605
P4,19:13:17,104,103,100,565,572,603
P4,19:13:18,104,101,102,594,626,591
P4,19:13:19,103,101,99,617,558,608
P4,19:13:20,102,102,98,628,583,613
P4,19:13:21,101,102,102,559,575,589
P4,19:13:22,102,102,104,575,599,576
P4,19:13:23,103,102,102,575,605,591
P4,19:13:24,103,101,101,599,570,597
P4,19:13:25,102,101,101,582,609,597
P4,19:13:26,102,101,98,570,593,614
P4,19:13:27,101,100,98,609,622,610
P4,19:13:28,101,100,98,593,622,612
P4,19:13:29,101,101,100,622,573,603
P4,19:13:30,100,102,100,557,576,601
P4,19:13:31,102,101,100,573,583,600
P4,19:13:32,102,100,100,578,612,600
P4,19:13:33,103,100,97,583,588,620
P4,19:13:34,102,98,96,611,648,628
P4,19:13:35,101,97,94,599,637,637
P4,19:13:36,101,96,94,587,641,635
P4,19:13:37,98,95,98,637,650,615
P4,19:13:38,96,95,99,641,605,606
P4,19:13:39,95,95,99,650,646,606
P4,19:13:40,95,95,99,604,627,606
P4,19:13:41,95,96,99,646,637,609
P4,19:13:42,94,96,97,627,641,621
P4,19:13:43,95,95,92,637,630,650
P4,19:13:44,96,96,95,641,585,632
P4,19:13:45,96,97,99,630,592,608
P4,19:13:46,96,98,99,585,594,607
P4,19:13:47,97,98,97,605,606,619
P4,19:13:48,98,98,96,594,617,628
P4,19:13:49,99,98,92,606,604,653
P4,19:13:50,99,97,85,604,625,702
P4,19:13:51,98,97,90,647,641,667
P4,19:13:52,98,98,98,615,611,612
P4,19:13:53,98,99,98,625,549,610
P4,19:13:54,97,102,99,613,543,607
P4,19:13:55,100,104,100,549,541,601
P4,19:13:56,103,104,101,547,546,592
P4,19:13:57,105,104,98,539,607,611
P4,19:13:58,107,104,98,547,609,614
P4,19:13:59,106,104,98,607,647,614
P4,19:14:00,104,104,97,608,644,617
P4,19:14:01,101,104,96,649,653,622
P4,19:14:02,99,104,96,644,652,628
P4,19:14:03,98,104,94,649,665,638
P4,19:14:04,97,103,91,654,652,659
P4,19:14:05,96,103,94,652,639,637
P4,19:14:06,94,103,96,639,583,624
P4,19:14:07,94,102,96,634,606,622
P4,19:14:08,95,103,97,629,573,621
P4,19:14:09,97,104,99,606,562,606
P4,19:14:10,98,104,104,562,577,578
P4,19:14:11,101,103,104,561,604,575
P4,19:14:12,102,103,100,577,642,601
P4,19:14:13,102,103,95,605,651,632
P4,19:14:14,100,103,95,641,664,634
P4,19:14:15,98,102,94,653,609,637
P4,19:14:16,96,101,94,663,621,636
P4,19:14:17,95,100,95,609,642,632
P4,19:14:18,96,98,94,621,625,639
P4,19:14:19,95,97,93,641,648,646
P4,19:14:20,95,98,97,633,586,620
P4,19:14:21,95,99,98,648,583,612
P4,19:14:22,95,99,100,585,607,601
P4,19:14:23,96,99,100,583,602,598
P4,19:14:24,98,99,99,598,592,607
P4,19:14:25,98,98,98,1198,609,615
P4,19:14:26,99,98,99,591,608,606
P4,19:14:27,99,97,101,611,635,594
P4,19:14:28,98,98,102,608,568,587
P4,19:14:29,98,99,104,623,563,575
P4,19:14:30,98,101,108,637,559,558
P4,19:14:31,101,102,109,563,563,549
P4,19:14:32,102,101,101,558,593,596
P4,19:14:33,104,102,103,563,576,581
P4,19:14:34,103,101,104,595,582,579
P4,19:14:35,103,100,102,575,621,587
P4,19:14:36,103,98,101,582,639,595
P4,19:14:37,102,97,100,622,671,603
P4,19:14:38,100,95,98,639,685,610
P4,19:14:39,99,94,97,671,688,617
P4,19:14:40,95,91,96,685,738,624
P4,19:14:41,94,90,107,689,734,563
P4,19:14:42,93,89,99,738,725,608
P4,19:14:43,91,87,98,745,747,614
P4,19:14:44,90,87,109,751,671,551
P4,19:14:45,87,88,101,748,667,595
P4,19:14:46,86,88,97,672,662,618
P4,19:14:47,87,89,97,667,625,620
P4,19:14:48,87,89,97,662,654,621
P4,19:14:49,88,90,94,625,671,635
P4,19:14:50,89,91,88,655,625,682
P4,19:14:51,89,91,88,671,659,678
P4,19:14:52,90,91,93,625,660,646
P4,19:14:53,91,92,93,659,622,647
P4,19:14:54,91,92,91,659,656,661
P4,19:14:55,92,92,91,622,623,658
P4,19:14:56,93,93,93,657,620,647
P4,19:14:57,92,93,94,622,651,638
P4,19:14:58,93,93,94,620,654,638
P4,19:14:59,94,92,94,651,662,641
P4,19:15:00,94,92,93,654,658,646
P4,19:15:01,94,93,93,662,639,644
P4,19:15:02,93,93,93,655,638,645
P4,19:15:03,93,94,91,639,629,656
P4,19:15:04,93,94,92,639,607,649
P4,19:15:05,94,94,97,628,646,619
P4,19:15:06,95,95,96,608,628,625
P4,19:15:07,95,95,99,629,615,609
P4,19:15:08,95,97,99,629,573,607
P4,19:15:09,95,99,99,615,563,609
P4,19:15:10,96,100,103,571,572,585
P4,19:15:11,99,100,107,563,629,562
P4,19:15:12,102,98,100,572,649,600
P4,19:15:13,102,97,97,629,642,619
P4,19:15:14,100,96,98,648,643,615
P4,19:15:15,98,96,96,642,658,628
P4,19:15:16,97,96,96,644,647,628
P4,19:15:17,96,96,97,658,629,616
P4,19:15:18,94,95,96,647,641,624
P4,19:15:19,94,97,94,638,586,635
P4,19:15:20,95,98,94,629,575,640
P4,19:15:21,96,98,96,586,605,625
P4,19:15:22,98,98,103,575,609,582
P4,19:15:23,99,99,105,600,566,570
P4,19:15:24,99,101,102,609,554,590
P4,19:15:25,100,101,101,566,568,593
P4,19:15:26,101,101,107,555,565,562
P4,19:15:27,102,101,105,599,605,569
P4,19:15:28,103,100,102,565,625,590
P4,19:15:29,103,99,98,605,636,611
P4,19:15:30,102,97,96,615,664,627
P4,19:15:31,101,95,93,625,652,644
P4,19:15:32,98,95,91,664,644,661
P4,19:15:33,95,94,92,651,654,655
P4,19:15:34,95,94,94,645,651,638
P4,19:15:35,94,93,90,653,664,666
P4,19:15:36,94,93,88,652,659,680
P4,19:15:37,93,92,86,664,665,694
P4,19:15:38,93,91,88,659,666,683
P4,19:15:39,92,91,88,664,668,682
P4,19:15:40,92,91,87,668,681,690
P4,19:15:41,91,91,88,657,669,679
P4,19:15:42,91,91,89,682,657,673
P4,19:15:43,90,91,87,668,665,686
P4,19:15:44,90,90,88,663,663,682
P4,19:15:45,91,90,88,658,682,681
P4,19:15:46,91,90,88,663,643,681
P4,19:15:47,91,90,89,682,678,674
P4,19:15:48,90,90,89,643,639,671
P4,19:15:49,90,90,90,677,667,665
P4,19:15:50,90,90,90,639,659,662
P4,19:15:51,91,90,90,667,653,660
P4,19:15:52,91,90,91,659,678,659
P4,19:15:53,91,90,91,652,671,659
P4,19:15:54,91,90,92,678,663,655
P4,19:15:55,90,91,95,670,649,629
P4,19:15:56,90,92,93,663,613,648
P4,19:15:57,91,93,94,649,642,641
P4,19:15:58,92,95,95,613,599,630
P4,19:15:59,93,95,96,597,632,623
P4,19:16:00,95,96,100,598,625,602
P4,19:16:01,96,96,96,633,600,627
P4,19:16:02,96,95,97,625,627,617
P4,19:16:03,97,96,103,600,591,585
P4,19:16:04,97,95,95,626,640,630
P4,19:16:05,97,95,94,591,657,635
P4,19:16:06,97,94,93,640,640,643
P4,19:16:07,96,94,92,657,645,648
P4,19:16:08,95,94,92,640,616,654
P4,19:16:09,94,94,94,621,666,635
P4,19:16:10,95,94,98,616,645,615
P4,19:16:11,95,93,95,666,666,630
P4,19:16:12,94,93,93,644,667,644
P4,19:16:13,94,92,93,665,661,646
P4,19:16:14,93,92,93,668,666,642
P4,19:16:15,93,93,94,661,609,637
P4,19:16:16,92,93,96,666,625,626
P4,19:16:17,92,94,96,609,632,627
P4,19:16:18,93,94,94,625,641,636
P4,19:16:19,94,93,94,632,639,639
P4,19:16:20,94,93,93,641,659,647
P4,19:16:21,94,92,92,640,666,651
P4,19:16:22,94,92,91,640,682,660
P4,19:16:23,93,91,90,666,657,663
P4,19:16:24,92,91,90,677,666,667
P4,19:16:25,91,91,89,656,651,675
P5,21:24:52,78,78,80,758,794,752
P5,21:24:53,78,78,80,759,748,752
P5,21:24:54,78,79,80,793,707,753
P5,21:24:55,78,80,78,706,733,770
P5,21:24:56,79,80,78,706,746,766
P5,21:24:57,80,79,79,733,759,763
P5,21:24:58,80,80,64,747,735,934
P5,21:24:59,80,80,61,753,756,981
P5,21:25:00,80,80,75,734,745,803
P5,21:25:01,80,80,81,757,747,745
P5,21:25:02,80,80,81,745,740,741
P5,21:25:03,80,80,81,700,755,741
P5,21:25:04,80,80,81,740,779,742
P5,21:25:05,81,80,81,755,769,744
P5,21:25:06,80,79,78,778,737,765
P5,21:25:07,80,80,81,770,715,742
P5,21:25:08,80,81,81,737,685,738
P5,21:25:09,80,82,83,693,678,724
P5,21:25:10,81,83,82,685,691,733
P5,21:25:11,82,84,77,696,676,781
P5,21:25:12,83,84,75,691,705,798
P5,21:25:13,84,84,71,676,727,841
P5,21:25:14,84,84,75,690,751,802
P5,21:25:15,84,83,80,704,764,753
P5,21:25:16,84,82,80,751,751,752
P5,21:25:17,83,82,81,764,724,742
P5,21:25:18,82,82,80,751,734,749
P5,21:25:19,82,82,78,725,747,766
P5,21:25:20,82,81,79,734,776,755
P5,21:25:21,82,81,80,747,734,750
P5,21:25:22,82,81,80,767,726,747
P5,21:25:23,81,81,81,734,745,745
P5,21:25:24,81,80,81,625,772,743
P5,21:25:25,82,80,80,897,736,746
P5,21:25:26,82,80,80,773,723,749
P5,21:25:27,81,80,80,735,740,751
P5,21:25:28,81,80,80,727,791,747
P5,21:25:29,82,80,80,740,768,750
